gene_symbol	gene_symbol_long	_identifier	primary
PPR166	Pentatricopeptide-Repeat protein gene 166	glyma.Wm82.gnm2.ann1.Glyma.18G241500	1
WRKY175	WRKY Transcription Factor gene 175	glyma.Wm82.gnm2.ann1.Glyma.18G242000	1
PP2C33	Protein Phosphatase 2C-type gene 33	glyma.Wm82.gnm2.ann1.Glyma.18G242700	1
ACCB-1	biotin carboxyl carrier protein precursor gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G243500	1
CYP29	peptidyl-prolyl cis-trans isomerase CYP29 gene	glyma.Wm82.gnm2.ann1.Glyma.18G248100	1
WRKY38	WRKY transcription factor gene 38	glyma.Wm82.gnm2.ann1.Glyma.18G249500	1
ERF140	Ethylene-Responsive Factor gene 140	glyma.Wm82.gnm2.ann1.Glyma.18G252200	1
EREBP1	ethylene-responsive element binding protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G252300	1
ERF141	Ethylene-Responsive Factor gene 141	glyma.Wm82.gnm2.ann1.Glyma.18G252300	0
GELP172	GDSL-type esterase/lipase protein gene 172	glyma.Wm82.gnm2.ann1.Glyma.18G254800	1
PIN8d	PIN-formed 8 gene d	glyma.Wm82.gnm2.ann1.Glyma.18G255800	1
WRKY176	WRKY Transcription Factor gene 176	glyma.Wm82.gnm2.ann1.Glyma.18G256500	1
MYB60	MYB transcription factor 60 gene	glyma.Wm82.gnm2.ann1.Glyma.18G259100	1
GASA32	gibberellin-regulated protein gene 32	glyma.Wm82.gnm2.ann1.Glyma.18G259400	1
NIP2-2	putative Si transporter NIP2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G259500	1
FTSH10	Filimentation Temperature-Sensitive H gene 10	glyma.Wm82.gnm2.ann1.Glyma.18G259700	1
PPR167	Pentatricopeptide-Repeat protein gene 167	glyma.Wm82.gnm2.ann1.Glyma.18G260300	1
CDF2	Cycling Dof Factor protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.18G260500	1
DOF18.3	Dof transcription factor Chr.18 gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G260500	0
NAC139	NAC domain-containing protein gene 139	glyma.Wm82.gnm2.ann1.Glyma.18G261300	1
NLP1	NAC domain-containing protein 100-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G261300	0
CGS1	cystathionine gamma-synthase 1, chloroplastic gene	glyma.Wm82.gnm2.ann1.Glyma.18G261600	1
SPX-PHO1-9	SPX-PHO 1 containing protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.18G261900	1
PHO1-H6	PHO1 family protein gene H6	glyma.Wm82.gnm2.ann1.Glyma.18G261900	0
PHO1.9	PHO Phosphate Trasporter group 1 gene 1.9	glyma.Wm82.gnm2.ann1.Glyma.18G261900	0
ABCC3L-13	ABC transporter C family member 3-like isoform X1 gene 13	glyma.Wm82.gnm2.ann1.Glyma.18G263200	1
WRKY177	WRKY Transcription Factor gene 177	glyma.Wm82.gnm2.ann1.Glyma.18G263400	1
COMT39	caffeic acid O-methyltransferase gene 39	glyma.Wm82.gnm2.ann1.Glyma.18G263700	1
SMXL28	Suppressor of Max2 gene 1-like gene 28	glyma.Wm82.gnm2.ann1.Glyma.18G264400	1
ACCB-2	biotin carboxyl carrier protein subunit gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G265300	1
COMT22	caffeic acid O-methyltransferase gene 22	glyma.Wm82.gnm2.ann1.Glyma.18G267500	1
COMT23	caffeic acid O-methyltransferase gene 23	glyma.Wm82.gnm2.ann1.Glyma.18G267800	1
COMT27	caffeic acid O-methyltransferase gene 27	glyma.Wm82.gnm2.ann1.Glyma.18G267900	1
IMAT1	isoflavone malonyltransferase IMaT1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G268200	1
TCP44	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 44	glyma.Wm82.gnm2.ann1.Glyma.18G268700	1
COMT24	caffeic acid O-methyltransferase gene 24	glyma.Wm82.gnm2.ann1.Glyma.18G269600	1
CrRLk1L29	receptor-like protein kinase gene 29	glyma.Wm82.gnm2.ann1.Glyma.18G269900	1
GinCrRLk1L30	receptor-like protein kinase gene 30	glyma.Wm82.gnm2.ann1.Glyma.18G270100	1
CrRLk1L31	receptor-like protein kinase gene 31	glyma.Wm82.gnm2.ann1.Glyma.18G270600	1
GinCrRl,k1l,32	receptor-like protein kinase gene 32	glyma.Wm82.gnm2.ann1.Glyma.18G270700	1
GinCrRl,k1l,33	receptor-like protein kinase gene 33	glyma.Wm82.gnm2.ann1.Glyma.18G270900	1
GnCrRLk1L34	receptor-like protein kinase 1 like gene 34	glyma.Wm82.gnm2.ann1.Glyma.18G271000	1
GnCrRLk1L35	receptor-like protein kinase 1 like gene 35	glyma.Wm82.gnm2.ann1.Glyma.18G271100	1
COBL20	Regulates cell wall expansion and cellulose depostion gene 20	glyma.Wm82.gnm2.ann1.Glyma.18G271900	1
COBL21	Regulates cell wall expansion and cellulose depostion gene 21	glyma.Wm82.gnm2.ann1.Glyma.18G272000	1
COBL22	Regulates cell wall expansion and cellulose depostion gene 22	glyma.Wm82.gnm2.ann1.Glyma.18G272100	1
DT2	MADS-box protein Dt2 protein gene	glyma.Wm82.gnm2.ann1.Glyma.18G273600	1
PPR168	Pentatricopeptide-Repeat protein gene 168	glyma.Wm82.gnm2.ann1.Glyma.18G275000	1
PPR169	Pentatricopeptide-Repeat protein gene 169	glyma.Wm82.gnm2.ann1.Glyma.18G277000	1
bZIP143	Basic leucine zipper transcription factor-like protein gene 143	glyma.Wm82.gnm2.ann1.Glyma.18G277100	1
bZIP73A	bZIP transcription factor gene 73A	glyma.Wm82.gnm2.ann1.Glyma.18G277100	0
GND	6-phosphogluconate dehydrogenase gene	glyma.Wm82.gnm2.ann1.Glyma.18G277300	1
COL1b	Contsans-like 1 gene b 	glyma.Wm82.gnm2.ann1.Glyma.18G278100	1
TCP53	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 53	glyma.Wm82.gnm2.ann1.Glyma.18G280700	1
AOC6	allene oxide cyclase 4, chloroplastic-like gene	glyma.Wm82.gnm2.ann1.Glyma.18G280900	1
ERF142	Ethylene-Responsive Factor gene 142	glyma.Wm82.gnm2.ann1.Glyma.18G281400	1
ANK202	Ankyrin Repeat protein gene 202	glyma.Wm82.gnm2.ann1.Glyma.18G282000	1
chitinaseII-6	Chitinase Group 2 gene 6	glyma.Wm82.gnm2.ann1.Glyma.18G283400	1
bZIP55	bZIP transcription factor gene 55	glyma.Wm82.gnm2.ann1.Glyma.18G283800	1
G6PDH7	Glucose-6-phosphate dehydrogenase gene 7	glyma.Wm82.gnm2.ann1.Glyma.18G284600	1
CHR5	chalcone reductase gene 5	glyma.Wm82.gnm2.ann1.Glyma.18G285800	1
ABCB20L-1	ABC transporter B family member 20-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G286600	1
ABCB26	ATP-Binding Cassette B/P-Glycoprotein gene 26	glyma.Wm82.gnm2.ann1.Glyma.18G286600	0
PPR170	Pentatricopeptide-Repeat protein gene 170	glyma.Wm82.gnm2.ann1.Glyma.18G287500	1
WOX30	Wuschel-related homeobox transcription factor gene 30	glyma.Wm82.gnm2.ann1.Glyma.18G288000	1
C2-169	C2-domain containing protein gene 169	glyma.Wm82.gnm2.ann1.Glyma.18G288600	1
MED37-10	Mediator Complex 37 gene 10	glyma.Wm82.gnm2.ann1.Glyma.18G289100	1
MED37-11	Mediator Complex 37 gene 11	glyma.Wm82.gnm2.ann1.Glyma.18G289600	1
DOF18.4	Dof transcription factor Chr. 18 gene 4	glyma.Wm82.gnm2.ann1.Glyma.18G289700	1
ACTIN	actin-6 gene	glyma.Wm82.gnm2.ann1.Glyma.18G290800	1
SAc6	Actin 6 gene	glyma.Wm82.gnm2.ann1.Glyma.18G290800	0
GLN100	Glutamine Synthase gene 100	glyma.Wm82.gnm2.ann1.Glyma.18G291500	1
WAK68	Wall Associated Kinase gene 68	glyma.Wm82.gnm2.ann1.Glyma.18G294400	1
WAK69	Wall Associated Kinase gene 69	glyma.Wm82.gnm2.ann1.Glyma.18G294800	1
SWEET44	sugar efflux transporter SWEET44 gene	glyma.Wm82.gnm2.ann1.Glyma.18G295100	1
SGF14A	Soybean 14-3-3 G-box Factor gene A	glyma.Wm82.gnm2.ann1.Glyma.18G298300	1
GF14A	14-3-3 protein SGF14a gene	glyma.Wm82.gnm2.ann1.Glyma.18G298300	0
GF14t	14-3-3 protein GF14 gene family gene t	glyma.Wm82.gnm2.ann1.Glyma.18G298300	0
FT1a	Flowering Locus T 1 gene a	glyma.Wm82.gnm2.ann1.Glyma.18G298900	1
FT1a	Flowering locus T 1 gene a	glyma.Wm82.gnm2.ann1.Glyma.18G298900	0
TSF2	Twin sister of FT gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G298900	0
FT1b	Flowering Locus T 1 gene b	glyma.Wm82.gnm2.ann1.Glyma.18G299000	1
FT1b	Flowering locus T 1 gene b	glyma.Wm82.gnm2.ann1.Glyma.18G299000	0
TSF1	Twin sister of FT gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G299000	0
GMR1	ras-related protein RABA5d-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G300600	1
SWEET45	sucrose effluxer gene 45	glyma.Wm82.gnm2.ann1.Glyma.18G301100	1
SWEET45	sugar efflux transporter SWEET45 gene	glyma.Wm82.gnm2.ann1.Glyma.18G301100	0
SWEET46	sucrose effluxer gene 46	glyma.Wm82.gnm2.ann1.Glyma.18G301200	1
SWEET46	sugar efflux transporter SWEET46 gene	glyma.Wm82.gnm2.ann1.Glyma.18G301200	0
NAC14	NAC domain-containing protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.18G301500	1
NAC179	NAC domain-containing protein gene 179	glyma.Wm82.gnm2.ann1.Glyma.18G301500	0
MED5-6	Mediator Complex 5 gene 6	glyma.Wm82.gnm2.ann1.Glyma.19G001500	1
NAC180	NAC domain containing protein gene 180	glyma.Wm82.gnm2.ann1.Glyma.19G002900	1
CYP59	peptidyl-prolyl cis-trans isomerase CYP59 gene	glyma.Wm82.gnm2.ann1.Glyma.19G004200	1
DFB1-1	Deformed Floral Bud1-1 gene	glyma.Wm82.gnm2.ann1.Glyma.19G004700	1
CRK63	cysteine-rich receptor-like protein kinase gene 63	glyma.Wm82.gnm2.ann1.Glyma.19G005700	1
ARF	ADP-ribosylation factor gene	glyma.Wm82.gnm2.ann1.Glyma.19G006400	1
ALA26	Aminophospholipid ATPase gene 26	glyma.Wm82.gnm2.ann1.Glyma.19G007400	1
GELP173	GDSL-type esterase/lipase protein gene 173	glyma.Wm82.gnm2.ann1.Glyma.19G008100	1
CYP60	peptidyl-prolyl cis-trans isomerase CYP60 gene	glyma.Wm82.gnm2.ann1.Glyma.19G009700	1
SWEET47	sugar efflux transporter SWEET47 gene	glyma.Wm82.gnm2.ann1.Glyma.19G009800	1
SWEET48	sucrose effluxer gene 48	glyma.Wm82.gnm2.ann1.Glyma.19G009900	1
SWEET48	sugar efflux transporter SWEET48 gene	glyma.Wm82.gnm2.ann1.Glyma.19G009900	0
HSP22.3	low molecular weight heat shock protein Hsp22.3 gene	glyma.Wm82.gnm2.ann1.Glyma.19G011400	1
GASA33	gibberellin-regulated protein gene 33	glyma.Wm82.gnm2.ann1.Glyma.19G013000	1
GmSAG101b	Senescence Associated Gene 101 gene b	glyma.Wm82.gnm2.ann1.Glyma.19G013200	1
POD119	Peroxidase gene 120	glyma.Wm82.gnm2.ann1.Glyma.19G013400	1
GELP174	GDSL-type esterase/lipase protein gene 174	glyma.Wm82.gnm2.ann1.Glyma.19G015600	1
ABCB15L-4	ABC transporter B family member 15-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.19G016400	1
ABCB20	ATP-Binding Cassette B/P-Glycoprotein gene 20	glyma.Wm82.gnm2.ann1.Glyma.19G016400	0
ABCB15-1	ABC transporter B family member 15 gene 1	glyma.Wm82.gnm2.ann1.Glyma.19G016600	1
ABCB18	ATP-Binding Cassette B/P-Glycoprotein gene 18	glyma.Wm82.gnm2.ann1.Glyma.19G016600	0
ABCB15-2	ABC transporter B family member 15 gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G016700	1
ABCB19	ATP-Binding Cassette B/P-Glycoprotein gene 19	glyma.Wm82.gnm2.ann1.Glyma.19G016700	0
HIR1	hypersensitive-induced response protein 2-like gene	glyma.Wm82.gnm2.ann1.Glyma.19G020000	1
WRKY179	WRKY Transcription Factor gene 179	glyma.Wm82.gnm2.ann1.Glyma.19G020600	1
ABCB19-2	ABC transporter B family member 19 gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G021500	1
ABCB30	ATP-Binding Cassette B/P-Glycoprotein gene 30	glyma.Wm82.gnm2.ann1.Glyma.19G021500	0
NAC140	NAC domain-containing protein gene 140	glyma.Wm82.gnm2.ann1.Glyma.19G021900	1
GASA34	gibberellin-regulated protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.19G022500	1
DOF19.1	Dof transcription factor Chr. 19 gene 1	glyma.Wm82.gnm2.ann1.Glyma.19G023200	1
NAC141	NAC domain-containing protein gene 141	glyma.Wm82.gnm2.ann1.Glyma.19G024500	1
MYB11	MYB transcription factor 11  gene	glyma.Wm82.gnm2.ann1.Glyma.19G024700	1
PPR171	Pentatricopeptide-Repeat protein gene 171	glyma.Wm82.gnm2.ann1.Glyma.19G025700	1
ERF143	Ethylene-Responsive Factor gene 143	glyma.Wm82.gnm2.ann1.Glyma.19G026000	1
MED3-2	Mediator Complex 3 gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G026300	1
PAP31	Purple acid phosphatase gene 31	glyma.Wm82.gnm2.ann1.Glyma.19G026600	1
SMXL29	Suppressor of Max2 gene 1-like gene 29	glyma.Wm82.gnm2.ann1.Glyma.19G027900	1
BCCP2	Biotin carboxyl carrier protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G028800	1
AT133	malonyl-CoA:isoflavone 7-O-glucoside-6''-O-malonyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.19G030500	1
TCP45	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 45	glyma.Wm82.gnm2.ann1.Glyma.19G030900	1
GinCrRI,k1l,36	receptor-like protein kinase gene 36	glyma.Wm82.gnm2.ann1.Glyma.19G033100	1
COBL23	Regulates cell wall expansion and cellulose depostion gene 23	glyma.Wm82.gnm2.ann1.Glyma.19G033500	1
COBL24	Regulates cell wall expansion and cellulose depostion gene 24	glyma.Wm82.gnm2.ann1.Glyma.19G033600	1
SEP1 gene	transcription factor SEP1 gene	glyma.Wm82.gnm2.ann1.Glyma.19G034500	1
AGL8d	Agamous 8-Like gene d	glyma.Wm82.gnm2.ann1.Glyma.19G034600	1
MDE19	MADS-box Genes Downregulated by E1 gene 19	glyma.Wm82.gnm2.ann1.Glyma.19G034600	0
GELP175	GDSL-type esterase/lipase protein gene 175	glyma.Wm82.gnm2.ann1.Glyma.19G036700	1
bZIP144	Basic leucine zipper transcription factor-like protein gene 144	glyma.Wm82.gnm2.ann1.Glyma.19G037900	1
bZIP25	bZIP transcription factor gene 25	glyma.Wm82.gnm2.ann1.Glyma.19G037900	0
COL2b	Constance-like 2 gene b	glyma.Wm82.gnm2.ann1.Glyma.19G039000	1
FTSHi8	Filimentation Temperature-Sensitive H Inactive gene 8	glyma.Wm82.gnm2.ann1.Glyma.19G040200	1
PDH	proline dehydrogenase gene	glyma.Wm82.gnm2.ann1.Glyma.19G043000	1
TCP54	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 54	glyma.Wm82.gnm2.ann1.Glyma.19G044400	1
AOC3	amine oxidase, copper containing gene 3 (vascular adhesion protein 1)	glyma.Wm82.gnm2.ann1.Glyma.19G044900	1
GELP176	GDSL-type esterase/lipase protein gene 176	glyma.Wm82.gnm2.ann1.Glyma.19G050000	1
GELP177	GDSL-type esterase/lipase protein gene 177	glyma.Wm82.gnm2.ann1.Glyma.19G050800	1
GELP178	GDSL-type esterase/lipase protein gene 178	glyma.Wm82.gnm2.ann1.Glyma.19G050900	1
GELP179	GDSL-type esterase/lipase protein gene 179	glyma.Wm82.gnm2.ann1.Glyma.19G051000	1
GELP180	GDSL-type esterase/lipase protein gene 180	glyma.Wm82.gnm2.ann1.Glyma.19G051100	1
eEF38	Eukaryotic Elongation Factor gene 38	glyma.Wm82.gnm2.ann1.Glyma.19G052400	1
GELP181	GDSL-type esterase/lipase protein gene 181	glyma.Wm82.gnm2.ann1.Glyma.19G053200	1
KR1	resistance protein KR1 gene	glyma.Wm82.gnm2.ann1.Glyma.19G054900	1
NAC142	NAC domain-containing protein gene 142	glyma.Wm82.gnm2.ann1.Glyma.19G056400	1
BTB105	BTB gene 105	glyma.Wm82.gnm2.ann1.Glyma.19G058000	1
BTB106	BTB gene 106	glyma.Wm82.gnm2.ann1.Glyma.19G058200	1
BTB107	BTB gene 107	glyma.Wm82.gnm2.ann1.Glyma.19G058700	1
GER20	germin-like protein gene 20	glyma.Wm82.gnm2.ann1.Glyma.19G058900	1
BTB108	BTB gene 108	glyma.Wm82.gnm2.ann1.Glyma.19G059300	1
BTB109	BTB gene 109	glyma.Wm82.gnm2.ann1.Glyma.19G059800	1
MDHAR-4b	Peroximal monodehydroascorbate reductase 4 gene b	glyma.Wm82.gnm2.ann1.Glyma.19G061200	1
MYB182	MYB transcription factor 182 gene	glyma.Wm82.gnm2.ann1.Glyma.19G061300	1
MYB98	MYB transcription factor 98 gene	glyma.Wm82.gnm2.ann1.Glyma.19G061600	1
CRK64	cysteine-rich receptor-like protein kinase gene 64	glyma.Wm82.gnm2.ann1.Glyma.19G062300	1
P89	P24 oleosin isoform A gene	glyma.Wm82.gnm2.ann1.Glyma.19G063400	1
FDL1920	Flowering Locus D-like gene 1920	glyma.Wm82.gnm2.ann1.Glyma.19G067900	1
bZIP119	ABSCISIC ACID-INSENSITIVE 5-like protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G067900	0
bZIP119	Basic leucine zipper transcription factor-like protein gene 119	glyma.Wm82.gnm2.ann1.Glyma.19G067900	0
bZIP145	Basic leucine zipper transcription factor-like protein gene 145	glyma.Wm82.gnm2.ann1.Glyma.19G067900	0
SCAM-3	calmodulin gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G068300	1
WAK70	Wall Associated Kinase gene 70	glyma.Wm82.gnm2.ann1.Glyma.19G069300	1
WAK71	Wall Associated Kinase gene 71	glyma.Wm82.gnm2.ann1.Glyma.19G069400	1
C2-170	C2-domain containing protein gene 170	glyma.Wm82.gnm2.ann1.Glyma.19G070700	1
C2-171	C2-domain containing protein gene 171	glyma.Wm82.gnm2.ann1.Glyma.19G070800	1
WAK72	Wall Associated Kinase gene 72	glyma.Wm82.gnm2.ann1.Glyma.19G073200	1
N-26B	nodulin-26b (AA 1-213) gene	glyma.Wm82.gnm2.ann1.Glyma.19G074000	1
chitinaseIII-15	Chitinase Group 3 gene 15	glyma.Wm82.gnm2.ann1.Glyma.19G076200	1
ANK203	Ankyrin Repeat protein gene 203	glyma.Wm82.gnm2.ann1.Glyma.19G077000	1
G6PDH6	Glucose-6-phosphate dehydrogenase gene 6	glyma.Wm82.gnm2.ann1.Glyma.19G077300	1
PMEI151	Pectin Methylesterase Inhibitor gene 151	glyma.Wm82.gnm2.ann1.Glyma.19G078400	1
eEF39	Eukaryotic Elongation Factor gene 39	glyma.Wm82.gnm2.ann1.Glyma.19G078900	1
GELP182	GDSL-type esterase/lipase protein gene 182	glyma.Wm82.gnm2.ann1.Glyma.19G079700	1
G6PDH	glucose-6-phosphate dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.19G082300	1
G6PDH2	Glucose-6-phosphate dehydrogenase gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G082300	0
ANK204	Ankyrin Repeat protein gene 204	glyma.Wm82.gnm2.ann1.Glyma.19G083600	1
GER13	germin-like protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.19G086100	1
GER14	germin-like protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.19G086200	1
ANK205	Ankyrin Repeat protein gene 205	glyma.Wm82.gnm2.ann1.Glyma.19G086700	1
HEMG	protoporphyrinogen IX oxidase gene	glyma.Wm82.gnm2.ann1.Glyma.19G087600	1
LYK10	protein LYK2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G088300	1
PMEI152	Pectin Methylesterase Inhibitor gene 152	glyma.Wm82.gnm2.ann1.Glyma.19G092600	1
WRKY180	WRKY Transcription Factor gene 180	glyma.Wm82.gnm2.ann1.Glyma.19G094100	1
WRKY45	WRKY45 transcription factor gene 45	glyma.Wm82.gnm2.ann1.Glyma.19G094100	0
WRKY53	WRKY transcription factor gene 53	glyma.Wm82.gnm2.ann1.Glyma.19G094100	0
ABCI-3	ABC transporter I family member chloroplastic isoform X1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G094500	1
TCP24	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 24	glyma.Wm82.gnm2.ann1.Glyma.19G095300	1
NAC143	NAC domain-containing protein gene 143	glyma.Wm82.gnm2.ann1.Glyma.19G097700	1
COL13b	Constans-like 13b gene	glyma.Wm82.gnm2.ann1.Glyma.19G099700	1
COL17	zinc finger protein CONSTANS-LIKE 14-like gene	glyma.Wm82.gnm2.ann1.Glyma.19G099700	0
AFB2	AUXIN SIGNALING F-BOX 2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G100200	1
AFB3A	auxin signaling F-box 3 protein gene A	glyma.Wm82.gnm2.ann1.Glyma.19G100200	0
B3-128	B3 Transcription Factor gene 128	glyma.Wm82.gnm2.ann1.Glyma.19G100900	1
PHT3.9	Phosphate Trasporter group 3 gene 3.9	glyma.Wm82.gnm2.ann1.Glyma.19G101100	1
ICE2	inducer of CBF expression gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G102000	1
PPR172	Pentatricopeptide-Repeat protein gene 172	glyma.Wm82.gnm2.ann1.Glyma.19G102300	1
ERF144	Ethylene-Responsive Factor gene 144	glyma.Wm82.gnm2.ann1.Glyma.19G104200	1
CHS13	chalcone synthase gene 13	glyma.Wm82.gnm2.ann1.Glyma.19G105100	1
B3-129	B3 Transcription Factor gene 129	glyma.Wm82.gnm2.ann1.Glyma.19G105300	1
FT3b	Flowering Locus T 3 gene b	glyma.Wm82.gnm2.ann1.Glyma.19G108100	1
FT3b	Flowering locus T 3 gene 3b	glyma.Wm82.gnm2.ann1.Glyma.19G108100	0
FTL2	Flowering locus T-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G108100	0
FT5b	Flowering Locus T 5 gene b	glyma.Wm82.gnm2.ann1.Glyma.19G108200	1
FT5b	Flowering locus T 5 gene b	glyma.Wm82.gnm2.ann1.Glyma.19G108200	0
FTL6	Flowering locus T-like gene 6	glyma.Wm82.gnm2.ann1.Glyma.19G108200	0
SIP1-3	aquaporin SIP1-3 gene	glyma.Wm82.gnm2.ann1.Glyma.19G108400	1
NAC11	NAC domain-containing protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.19G108800	1
NAC181	NAC domain-containing protein gene 181	glyma.Wm82.gnm2.ann1.Glyma.19G108800	0
NAC144	NAC domain-containing protein gene 144	glyma.Wm82.gnm2.ann1.Glyma.19G109100	1
eEF40	Eukaryotic Elongation Factor gene 40	glyma.Wm82.gnm2.ann1.Glyma.19G111600	1
ERF145	Ethylene-responsive factor gene 145	glyma.Wm82.gnm2.ann1.Glyma.19G113100	1
ERF145	Ethylene-Responsive Factor gene 145	glyma.Wm82.gnm2.ann1.Glyma.19G113100	0
ERN	ethylene-responsive transcription factor ERN1 gene	glyma.Wm82.gnm2.ann1.Glyma.19G113100	0
ANK206	Ankyrin Repeat protein gene 206	glyma.Wm82.gnm2.ann1.Glyma.19G113700	1
ANK207	Ankyrin Repeat protein gene 207	glyma.Wm82.gnm2.ann1.Glyma.19G114600	1
PUR3	glycinamide ribonucleotide transformylase gene	glyma.Wm82.gnm2.ann1.Glyma.19G115900	1
BTB110	BTB gene 110	glyma.Wm82.gnm2.ann1.Glyma.19G116300	1
DOF19.2	Dof transcription factor Chr. 19 gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G118000	1
WOX31	Wuschel-related homeobox transcription factor gene 31	glyma.Wm82.gnm2.ann1.Glyma.19G118400	1
BSAS	beta-substituted alanine synthase	glyma.Wm82.gnm2.ann1.Glyma.19G119100	1
GELP183	GDSL-type esterase/lipase protein gene 183	glyma.Wm82.gnm2.ann1.Glyma.19G120000	1
L1	Pod pigmentation and Shattering gene L1	glyma.Wm82.gnm2.ann1.Glyma.19G120400	1
PHR30	MYB-CC domain-containing transcription factor PHR30 gene	glyma.Wm82.gnm2.ann1.Glyma.19G122700	1
bZIP146	Basic leucine zipper transcription factor-like protein gene 146	glyma.Wm82.gnm2.ann1.Glyma.19G122800	1
FDL19	Flowering Locus D-like bZIP transcription factor gene 19	glyma.Wm82.gnm2.ann1.Glyma.19G122800	0
SIP2-2	aquaporin SIP2-2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G123600	1
VQ69	VQ motif containing protein gene 69	glyma.Wm82.gnm2.ann1.Glyma.19G125300	1
VQ70	VQ transcription factor gene 70	glyma.Wm82.gnm2.ann1.Glyma.19G125300	0
CYP98A2	cytochrome P450 98A2-like gene	glyma.Wm82.gnm2.ann1.Glyma.19G126000	1
bZIP147	Basic leucine zipper transcription factor-like protein gene 147	glyma.Wm82.gnm2.ann1.Glyma.19G126800	1
bZIP37	bZIP transcription factor gene 37	glyma.Wm82.gnm2.ann1.Glyma.19G126800	0
CYCB1;2	G2/mitotic-specific cyclin S13-7 gene 2	glyma.Wm82.gnm2.ann1.Glyma.19G127200	1
MYB142	MYB transcription factor 142 gene	glyma.Wm82.gnm2.ann1.Glyma.19G127900	1
PIN1e	PIN-formed 1 gene e	glyma.Wm82.gnm2.ann1.Glyma.19G128800	1
bZIP148	Basic leucine zipper transcription factor-like protein gene 148	glyma.Wm82.gnm2.ann1.Glyma.19G130200	1
TGA24	TGA transcription factor gene 24	glyma.Wm82.gnm2.ann1.Glyma.19G130200	0
VQ70	VQ motif containing protein gene 70	glyma.Wm82.gnm2.ann1.Glyma.19G130400	1
VQ71	VQ transcription factor gene 71	glyma.Wm82.gnm2.ann1.Glyma.19G130400	0
P5CR	pyrroline-5-carboxylate reductase gene	glyma.Wm82.gnm2.ann1.Glyma.19G131500	1
RR10	Ubiquitous, Response Regulator Type-A gene 10	glyma.Wm82.gnm2.ann1.Glyma.19G132300	1
BHLH322	bHLH transcription factor bHLH322 gene	glyma.Wm82.gnm2.ann1.Glyma.19G132600	1
SDP1-3	triacylglycerol lipase SDP1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G132900	1
GASA35	gibberellin-regulated protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.19G133600	1
GLN101	Glutamine Synthase gene 101	glyma.Wm82.gnm2.ann1.Glyma.19G134700	1
GLN102	Glutamine Synthase gene 102	glyma.Wm82.gnm2.ann1.Glyma.19G134800	1
CKX18	Cytokinin Oxidase/dehydrogenase gene 18	glyma.Wm82.gnm2.ann1.Glyma.19G135100	1
CHR61	Chromatin Remodeling Protein gene 61	glyma.Wm82.gnm2.ann1.Glyma.19G136000	1
ABCG15L-10	ABC transporter G family member 15-like gene 10	glyma.Wm82.gnm2.ann1.Glyma.19G137700	1
HSF-36	heat stress transcription factor 36 gene	glyma.Wm82.gnm2.ann1.Glyma.19G137800	1
VLN2a	Villn Actin Binding protein gene 2a	glyma.Wm82.gnm2.ann1.Glyma.19G138700	1
ANK208	Ankyrin Repeat protein gene 208	glyma.Wm82.gnm2.ann1.Glyma.19G141700	1
